,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
808,Paf772e5b808,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Nelida Hedgepeth,2007-04-19,2008-02-29,316 days,1819,19160.13,1400
809,Paf772e5c809,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Beth Ewy,2018-01-01,2018-10-23,295 days,1922,18899.67,300
810,Paf772e5d810,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Guy Crabtree,2022-08-25,2023-07-08,317 days,919,9710.77,300
811,Paf775566811,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Terri Cox,2022-11-04,2023-01-08,65 days,457,990.17,600
812,Paf775568812,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Richard Salimi,2003-11-02,2004-02-02,92 days,2930,8985.33,1700
813,Paf775569813,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Nicole Pruitt,2019-01-18,2019-09-29,254 days,1827,15468.6,700
814,Paf77556b814,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Alfredo Brown,2020-06-16,2020-12-29,196 days,1481,9675.87,1600
815,Paf77556d815,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Larry Smith,2022-12-13,2023-08-26,256 days,2654,22647.47,600
816,Paf77556f816,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Maria Howe,2006-04-16,2006-11-05,203 days,2939,19887.23,1500
817,Paf777c8f817,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jeri Dorado,2019-08-02,2020-04-10,252 days,1762,14800.8,1600
818,Paf777c91818,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Dawn Ramos,2018-10-13,2019-02-21,131 days,1651,7209.37,400
819,Paf777c92819,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Myrtle Stevens,2021-02-09,2021-06-20,131 days,389,1698.63,700
820,Paf777c94820,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Melissa Christopher,2000-10-17,2001-04-28,193 days,1592,10241.87,300
821,Paf777c96821,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Wayne Guerrero,2019-11-18,2020-10-27,344 days,823,9437.07,800
822,Paf77a388822,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jacqueline Roberson,2021-06-14,2021-08-27,74 days,1070,2639.33,300
823,Paf77a38a823,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Linda Albright,2021-04-09,2021-06-25,77 days,2773,7117.37,900
824,Paf77a38c824,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robert Cole,2012-07-17,2012-12-14,150 days,2604,13020.0,300
825,Paf77a38d825,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Debra Miller,2014-03-03,2014-07-17,136 days,1638,7425.6,1800
826,Paf77a38f826,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Doug Moses,2021-05-27,2022-04-16,324 days,739,7981.2,700
827,Paf77a390827,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Amber Vaughan,2022-07-08,2022-10-03,87 days,988,2865.2,1800
828,Paf77ca9a828,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Barry Cahill,2021-11-02,2022-09-15,317 days,998,10545.53,600
829,Paf77ca9b829,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Will Shams,2020-05-17,2020-12-13,210 days,2836,19852.0,900
830,Paf77ca9d830,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Julia Gay,2022-09-14,2022-12-11,88 days,1751,5136.27,400
831,Paf77ca9f831,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Dorothy Avery,2004-04-16,2005-03-11,329 days,747,8192.1,1700
832,Paf77caa0832,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,William Fulton,2020-10-02,2020-12-30,89 days,2349,6968.7,200
833,Paf77caa2833,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Caleb Burns,2017-06-11,2018-04-05,298 days,354,3516.4,1000
834,Paf77f1ac834,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Kelly Williams,2022-05-06,2022-08-09,95 days,2801,8869.83,600
835,Paf77f1ae835,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Nancy Then,2011-10-26,2012-06-16,234 days,294,2293.2,400
836,Paf77f1af836,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Willie Hoover,2019-01-22,2019-05-01,99 days,2300,7590.0,1100
837,Paf77f1b0837,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Pamela Perry,2005-09-19,2006-02-02,136 days,2744,12439.47,1500
838,Paf77f1b1838,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Regina Johnson,2022-11-18,2023-08-16,271 days,1898,17145.27,900
839,Paf77f1b3839,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",David Sterling,2022-01-15,2022-04-16,91 days,393,1192.1,800
840,Paf77f1b5840,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Teresa Long,2019-06-19,2020-03-05,260 days,479,4151.33,1400
841,Paf7818bf841,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jonna Bromley,2021-10-28,2022-02-18,113 days,1437,5412.7,1500
842,Paf7818c0842,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Barbara Hunt,2020-07-19,2021-06-18,334 days,618,6880.4,1500
843,Paf7818c1843,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Larry Rollins,2021-11-12,2022-10-27,349 days,1897,22068.43,400
844,Paf7818c3844,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Paula Johns,2022-10-20,2023-05-11,203 days,248,1678.13,1300
845,Paf7818c5845,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Larry Greene,2014-03-14,2014-09-07,177 days,1380,8142.0,800
846,Paf7818c7846,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Heidi Duke,2018-04-25,2018-08-18,115 days,1715,6574.17,1200
847,Paf7818c8847,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Robert Baker,2014-02-10,2014-07-07,147 days,2050,10045.0,400
848,Paf783fd1848,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Della Tran,2022-05-08,2023-03-19,315 days,2140,22470.0,1500
849,Paf783fd3849,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Betty Spaid,2022-05-13,2022-08-21,100 days,1044,3480.0,1400
850,Paf783fd4850,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",William Creighton,2022-08-06,2023-04-07,244 days,943,7669.73,1400
851,Paf783fd6851,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Keith Ciriaco,2019-08-18,2020-03-20,215 days,521,3733.83,700
852,Paf783fd7852,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",James Pugh,2021-07-03,2022-06-18,350 days,2369,27638.33,1500
853,Paf783fd9853,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Colin Reed,2009-04-24,2010-02-22,304 days,162,1641.6,700
854,Paf783fda854,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Eric Rome,2018-04-22,2018-07-21,90 days,309,927.0,400
855,Paf7866e4855,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kristi Perez,2021-08-23,2021-12-16,115 days,546,2093.0,1300
856,Paf7866e5856,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Todd Carter,2003-10-01,2004-06-25,268 days,2119,18929.73,300
857,Paf7866e6857,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Rex Kappeler,2022-12-25,2023-08-02,220 days,1226,8990.67,800
858,Paf7866e8858,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,William Townsend,2020-07-28,2021-01-25,181 days,1270,7662.33,800
859,Paf7866ea859,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Amanda Roland,2016-04-23,2016-08-02,101 days,2641,8891.37,100
860,Paf7866ec860,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,John Robinson,2022-05-02,2023-03-11,313 days,2329,24299.23,100
861,Paf788df8861,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Barbara Hays,2012-11-24,2013-09-04,284 days,2959,28011.87,400
862,Paf788df9862,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Mark Boyce,2019-05-21,2020-04-01,316 days,1040,10954.67,1800
863,Paf788dfa863,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Douglas Ramirez,2022-11-28,2023-06-26,210 days,1604,11228.0,1600
864,Paf788dfb864,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Thomas Freeman,2014-03-03,2014-10-30,241 days,479,3847.97,200
865,Paf788dfd865,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Jerry Ellis,2013-03-22,2013-05-28,67 days,1725,3852.5,500
866,Paf788dff866,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,April Lakey,2021-06-04,2022-04-22,322 days,1828,19620.53,1000
867,Paf788e00867,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Michelle Love,2021-05-12,2022-01-08,241 days,949,7623.63,1300
868,Paf78b508868,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Billy Tucker,2016-11-18,2017-11-01,348 days,2971,34463.6,1800
869,Paf78b50a869,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kathryn Cannon,2022-06-24,2023-04-14,294 days,2179,21354.2,200
870,Paf78b50b870,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jasmine Tripp,2004-05-01,2004-10-03,155 days,407,2102.83,1400
871,Paf78b50c871,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jean Alvarez,2021-06-10,2021-10-07,119 days,2317,9190.77,1900
872,Paf78b50e872,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Rosie Wilson,2022-02-26,2022-07-09,133 days,1538,6818.47,400
873,Paf78b510873,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Florence Reyes,2020-07-07,2021-01-14,191 days,1140,7258.0,500
874,Paf78dc1b874,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Gina Beatty,2017-05-11,2017-07-16,66 days,945,2079.0,1100
875,Paf78dc1d875,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Elizabeth Dixon,2012-01-27,2012-10-17,264 days,1441,12680.8,1600
876,Paf78dc1e876,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Kristen Gallagher,2022-09-09,2023-07-12,306 days,2084,21256.8,1400
877,Paf78dc20877,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Patricia Fraga,2022-01-22,2022-03-28,65 days,2505,5427.5,1500
878,Paf78dc21878,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Deena Veltri,2021-02-10,2021-11-06,269 days,2307,20686.1,1600
879,Paf78dc22879,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Dale Moses,2010-01-10,2010-03-22,71 days,1056,2499.2,1300
880,Paf78dc23880,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Marcia Ryan,2016-03-11,2016-07-15,126 days,2072,8702.4,400
881,Paf78dc24881,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Kevin Davis,2006-07-20,2006-10-06,78 days,1927,5010.2,1600
882,Paf79032d882,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robert Miller,2019-11-06,2020-07-06,243 days,2027,16418.7,1400
883,Paf79032e883,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Drew Dumas,2021-07-13,2022-04-22,283 days,486,4584.6,600
884,Paf79032f884,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Allan Narvaez,2021-08-10,2022-03-19,221 days,1424,10490.13,200
885,Paf790331885,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Sarah Wegman,2018-09-05,2019-08-21,350 days,1614,18830.0,900
886,Paf790332886,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Pamela Ballesteros,2010-08-26,2011-04-15,232 days,715,5529.33,1700
887,Paf790333887,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Elsie Bowen,2021-02-23,2021-06-02,99 days,1602,5286.6,1100
888,Paf790335888,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Demetrius Wilson,2014-01-02,2014-08-19,229 days,1717,13106.43,600
889,Paf792a3e889,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Eugene Boudreaux,2018-11-05,2019-05-02,178 days,105,623.0,600
890,Paf792a3f890,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Curtis Delvecchio,2019-06-21,2020-01-30,223 days,605,4497.17,700
891,Paf792a40891,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Ruth Mcfarlin,2011-08-10,2011-12-15,127 days,1915,8106.83,1100
892,Paf792a41892,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Theodore King,2009-07-19,2009-10-24,97 days,2146,6938.73,600
893,Paf792a43893,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Deborah Jones,2022-03-18,2023-01-24,312 days,1734,18033.6,100
894,Paf792a44894,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Shad Fuller,2003-04-24,2004-03-15,326 days,717,7791.4,1900
895,Paf792a46895,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Amelia Gordon,2022-08-14,2023-02-23,193 days,2066,13291.27,100
896,Paf792a47896,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Earl Brickner,2022-11-16,2023-06-05,201 days,1307,8756.9,1100
897,Paf795152897,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Kevin Hall,2022-12-22,2023-03-19,87 days,842,2441.8,900
898,Paf795154898,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Ayana Terrell,2010-07-13,2010-12-04,144 days,1787,8577.6,500
899,Paf795155899,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Robin Coller,2011-04-19,2011-12-07,232 days,1306,10099.73,900
900,Paf795156900,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Rachael Rovero,2020-04-06,2020-08-27,143 days,1257,5991.7,1400
901,Paf795157901,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Louise Dooley,2015-11-07,2016-08-24,291 days,2579,25016.3,1800
902,Paf795158902,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Glayds Glantz,2022-04-23,2022-10-30,190 days,1223,7745.67,1700
903,Paf79515a903,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Debbie Garton,2009-02-07,2009-10-05,240 days,2920,23360.0,200
904,Paf797863904,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",John Easterling,2020-11-02,2021-01-05,64 days,816,1740.8,1500
905,Paf797865905,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Virginia Bernier,2015-11-03,2016-09-30,332 days,1413,15637.2,500
906,Paf797867906,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Lora Hankin,2022-05-23,2022-10-18,148 days,2614,12895.73,1700
907,Paf797868907,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jeffrey Picton,2017-03-19,2017-06-27,100 days,1102,3673.33,500
908,Paf797869908,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Charles Dodd,2022-12-08,2023-05-22,165 days,2544,13992.0,400
909,Paf79786a909,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Isabel Aldrich,2022-09-20,2023-09-13,358 days,806,9618.27,500
910,Paf79786b910,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Merle Hearn,2018-09-12,2018-12-19,98 days,2064,6742.4,600
911,Paf799f76911,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jeanette Liu,2020-09-10,2020-12-29,110 days,1220,4473.33,900
912,Paf799f78912,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,William Levites,2022-09-15,2023-03-11,177 days,2472,14584.8,300
913,Paf799f79913,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Gloria Naylor,2019-08-14,2020-04-02,232 days,2944,22766.93,500
914,Paf799f7a914,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Christina Prioletti,2022-11-26,2023-09-16,294 days,904,8859.2,800
915,Paf799f7b915,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Fred Ray,2014-03-08,2014-08-04,149 days,1504,7469.87,700
916,Paf799f7d916,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Andre Medley,2006-07-14,2006-10-16,94 days,1732,5426.93,1900
