,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
810,Pdd66da6a810,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Timothy Barnes,2014-02-14,2014-07-01,137 days,2429,11092.43,1300
811,Pdd66da6c811,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Nicholas Watson,2013-05-05,2013-11-30,209 days,2117,14748.43,1200
812,Pdd66da6e812,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Richard Wallace,2015-10-13,2016-08-31,323 days,1848,19896.8,200
813,Pdd66da70813,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Christopher Love,2010-06-05,2010-11-24,172 days,1528,8760.53,200
814,Pdd66da73814,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Roy Richardson,2010-03-08,2011-01-15,313 days,1520,15858.67,800
815,Pdd6813d1815,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kimberly Mason,2007-05-27,2007-09-10,106 days,175,618.33,1700
816,Pdd6813d3816,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Tawnya Seats,2014-08-18,2014-10-18,61 days,1198,2435.93,900
817,Pdd6813d6817,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Marshall Holt,2020-07-03,2021-05-15,316 days,2942,30989.07,800
818,Pdd6813d8818,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Sharon Hirschfeld,2011-10-07,2012-07-17,284 days,917,8680.93,1700
819,Pdd6813da819,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",William Parr,2006-03-07,2006-07-23,138 days,2929,13473.4,1900
820,Pdd6813dd820,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",James Bailey,2017-04-13,2018-02-28,321 days,1268,13567.6,400
821,Pdd6862ff821,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Stephan Phillips,2018-06-10,2018-09-29,111 days,675,2497.5,1600
822,Pdd686301822,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Nancy Gaines,2020-11-22,2021-09-26,308 days,2381,24444.93,400
823,Pdd686304823,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Michael Harris,2022-12-04,2023-02-27,85 days,132,374.0,400
824,Pdd686307824,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Diana Lacour,2014-02-10,2015-01-30,354 days,2855,33689.0,1800
825,Pdd686309825,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Madeleine Bailey,2019-07-01,2019-10-27,118 days,2022,7953.2,400
826,Pdd68630b826,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Josette Parker,2022-10-18,2023-09-29,346 days,621,7162.2,1400
827,Pdd68630e827,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Richard Fehlinger,2019-02-19,2019-12-11,295 days,1903,18712.83,300
828,Pdd686310828,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Paul Keene,2005-12-24,2006-11-16,327 days,1039,11325.1,600
829,Pdd686312829,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Viola Light,2013-09-05,2014-02-01,149 days,1365,6779.5,1000
830,Pdd686314830,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jessica Foster,2018-07-23,2018-10-20,89 days,2000,5933.33,1300
831,Pdd686317831,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Shane Avant,2016-03-08,2016-11-27,264 days,2369,20847.2,1200
832,Pdd68631a832,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jamie Mcgill,2018-07-26,2019-04-20,268 days,2441,21806.27,200
833,Pdd68631c833,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Mary Cervantes,2021-03-11,2021-08-11,153 days,1693,8634.3,1100
834,Pdd68631f834,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Darryl Sealey,2010-11-16,2011-03-03,107 days,1171,4176.57,1100
835,Pdd686321835,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Tara Desantis,2013-03-14,2014-03-11,362 days,2915,35174.33,300
836,Pdd686324836,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Patricia Reddy,2009-01-03,2009-10-19,289 days,2974,28649.53,900
837,Pdd686326837,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Christopher Anderson,2008-02-09,2008-11-20,285 days,2699,25640.5,1800
838,Pdd686329838,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Vicky Emmert,2014-07-02,2014-09-16,76 days,2598,6581.6,100
839,Pdd68632c839,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Charles Sanchez,2021-08-21,2022-05-18,270 days,951,8559.0,1400
840,Pdd68632f840,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Tina Gaudino,2020-02-11,2020-12-07,300 days,2045,20450.0,1800
841,Pdd686331841,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Willie Franca,2021-07-01,2022-06-05,339 days,1106,12497.8,1300
842,Pdd686334842,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Bessie Martin,2021-09-20,2021-12-10,81 days,159,429.3,1800
843,Pdd686336843,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Kelsey Nemith,2020-06-25,2020-09-26,93 days,1391,4312.1,300
844,Pdd686338844,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Gail Erben,2016-11-23,2017-04-05,133 days,1596,7075.6,500
845,Pdd699bbb845,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Marion Bueno,2019-01-04,2019-11-10,310 days,2037,21049.0,300
846,Pdd69a608846,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Mark Burris,2019-03-04,2019-05-18,75 days,1881,4702.5,1100
847,Pdd69a60a847,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Edward Estrada,2019-09-15,2020-05-25,253 days,1756,14808.93,1200
848,Pdd69a60d848,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Rose Bruno,2016-07-16,2016-10-28,104 days,2286,7924.8,500
849,Pdd69a610849,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Felicia Hefner,2006-01-18,2006-10-01,256 days,1274,10871.47,1700
850,Pdd69f4bb850,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Marcella Harris,2017-07-02,2018-06-05,338 days,1364,15367.73,500
851,Pdd69f4be851,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jorge Robinson,2014-05-26,2015-03-04,282 days,2621,24637.4,700
852,Pdd69f4c0852,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Lindsay Jackson,2019-10-11,2020-03-07,148 days,2859,14104.4,1300
853,Pdd69f4c3853,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lorene Brown,2020-07-25,2021-07-15,355 days,1950,23075.0,200
854,Pdd69f4c6854,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Michele Zimmerebner,2018-01-04,2018-11-29,329 days,1440,15792.0,1700
855,Pdd69f4c8855,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jessie Oxley,2018-06-09,2018-09-15,98 days,1493,4877.13,1100
856,Pdd69f4ca856,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Joshua Dumbleton,2015-08-15,2016-02-27,196 days,2320,15157.33,200
857,Pdd69f4cc857,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Eugene Green,2015-12-22,2016-10-19,302 days,1870,18824.67,700
858,Pdd69f4ce858,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Deborah Biddick,2016-03-01,2017-02-17,353 days,1009,11872.57,300
859,Pdd69f4d0859,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Wendy Sather,2021-03-19,2021-10-30,225 days,1029,7717.5,200
860,Pdd69f4d2860,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Paul Ezzelle,2020-05-13,2021-01-17,249 days,1840,15272.0,1700
861,Pdd69f4d5861,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Sandra Moss,2022-01-17,2022-05-17,120 days,343,1372.0,500
862,Pdd69f4d8862,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Daniel Cohen,2012-01-10,2012-11-17,312 days,826,8590.4,600
863,Pdd69f4db863,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Lessie Brooks,2017-03-13,2017-11-25,257 days,887,7598.63,1100
864,Pdd69f4de864,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Danielle Strickland,2021-03-17,2022-03-10,358 days,1236,14749.6,1800
865,Pdd69f4e0865,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Charles Hodge,2012-04-01,2012-08-24,145 days,1146,5539.0,1300
866,Pdd69f4e3866,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Mary Dean,2019-06-07,2019-11-29,175 days,1659,9677.5,1300
867,Pdd69f4e5867,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Christopher Foster,2016-02-21,2016-05-10,79 days,165,434.5,800
868,Pdd69f4e7868,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Joseph Wong,2018-03-08,2018-07-05,119 days,2235,8865.5,400
869,Pdd69f4ea869,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Samuel Ramirez,2018-02-20,2018-09-10,202 days,587,3952.47,800
870,Pdd69f4ed870,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Matthew Bailey,2012-11-09,2013-05-31,203 days,293,1982.63,400
871,Pdd69f4ef871,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Melissa Owens,2017-01-11,2017-06-05,145 days,2439,11788.5,1800
872,Pdd69f4f1872,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Carol Cotta,2020-09-24,2021-02-08,137 days,2932,13389.47,900
873,Pdd69f4f3873,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Terrell Court,2022-03-19,2022-09-02,167 days,1735,9658.17,1700
874,Pdd69f4f5874,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,David Ortiz,2022-07-05,2023-04-22,291 days,1134,10999.8,100
875,Pdd69f4f7875,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Greta Prado,2014-08-13,2015-01-22,162 days,2695,14553.0,800
876,Pdd6b2d77876,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",John Wilkerson,2018-11-08,2019-03-07,119 days,2368,9393.07,1100
877,Pdd6b3752877,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Tanya Duran,2020-07-24,2020-12-17,146 days,1460,7105.33,1300
878,Pdd6b3755878,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Margaret Lee,2003-05-05,2003-09-06,124 days,741,3062.8,1600
879,Pdd6b3757879,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Anthony Brewer,2004-07-28,2005-01-28,184 days,2648,16241.07,600
880,Pdd6b3759880,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Bailey Fissel,2018-03-11,2018-08-07,149 days,2352,11681.6,1400
881,Pdd6b375b881,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robert Rutt,2007-09-11,2008-04-10,212 days,2172,15348.8,800
882,Pdd6b375d882,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Freddy Rainey,2016-09-03,2017-06-18,288 days,2971,28521.6,1000
883,Pdd6b375f883,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Hazel Smith,2013-10-26,2014-02-21,118 days,2693,10592.47,1000
884,Pdd6b8675884,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Rob Westervelt,2016-05-22,2016-10-25,156 days,1206,6271.2,1400
885,Pdd6b8678885,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Edward Turner,2022-02-01,2022-09-21,232 days,609,4709.6,1300
886,Pdd6b867b886,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Edward Burns,2015-04-15,2015-10-17,185 days,2735,16865.83,1400
887,Pdd6b867e887,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Roseann Phillips,2022-02-17,2022-09-25,220 days,1839,13486.0,1500
888,Pdd6b8680888,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Samuel Gillam,2021-02-03,2021-05-27,113 days,297,1118.7,100
889,Pdd6b8683889,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Anna Powell,2020-03-28,2021-02-12,321 days,575,6152.5,400
890,Pdd6b8686890,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Gwendolyn Harger,2015-08-25,2016-08-08,349 days,837,9737.1,700
891,Pdd6b8689891,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jacquelyn Boring,2019-12-14,2020-07-02,201 days,345,2311.5,1100
892,Pdd6b868b892,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Daniel Richardson,2003-01-25,2003-07-02,158 days,1444,7605.07,1100
893,Pdd6b868d893,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Maria Ayers,2017-12-08,2018-05-15,158 days,2203,11602.47,1700
894,Pdd6b868f894,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Barbara Thompson,2022-07-19,2023-04-14,269 days,1252,11226.27,600
895,Pdd6b8692895,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",John Gagliano,2017-02-02,2017-05-28,115 days,616,2361.33,500
896,Pdd6b8695896,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jules Seamons,2016-02-09,2016-04-24,75 days,936,2340.0,900
897,Pdd6b8698897,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",David Erikson,2010-01-01,2010-03-24,82 days,2330,6368.67,1900
898,Pdd6b869b898,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Lauren Harkey,2021-02-13,2021-11-02,262 days,2247,19623.8,1600
899,Pdd6b869d899,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Gladys Phillips,2017-05-22,2017-10-16,147 days,3000,14700.0,1200
900,Pdd6b86a0900,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Boyd White,2022-01-26,2022-12-29,337 days,1846,20736.73,1100
901,Pdd6b86a3901,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",David Surface,2019-09-19,2020-01-29,132 days,404,1777.6,1800
902,Pdd6b86a5902,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Mildred Weuve,2021-11-01,2022-03-29,148 days,993,4898.8,1800
903,Pdd6b86a7903,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Timothy Baez,2010-05-02,2010-11-21,203 days,2153,14568.63,800
904,Pdd6b86aa904,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Randy Gallaher,2009-12-15,2010-09-12,271 days,2341,21147.03,1000
905,Pdd6b86ad905,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Ruth Carignan,2021-02-28,2022-01-30,336 days,2425,27160.0,1800
906,Pdd6b86af906,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Carol Quinn,2019-06-21,2020-03-30,283 days,1688,15923.47,400
907,Pdd6ccc55907,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Carla Spivey,2017-01-01,2017-11-24,327 days,2434,26530.6,100
908,Pdd6ccc58908,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",James Woods,2016-08-07,2016-11-26,111 days,1696,6275.2,1800
909,Pdd6ccc5b909,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Andrea Strange,2008-01-25,2009-01-10,351 days,2619,30642.3,200
910,Pdd6ccc5e910,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Betsy Pruitt,2008-06-25,2009-01-28,217 days,501,3623.9,500
911,Pdd6d1b00911,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",William Miller,2021-01-03,2021-10-20,290 days,1760,17013.33,1400
912,Pdd6d1b03912,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Joshua Pearson,2019-10-11,2020-08-31,325 days,1015,10995.83,600
913,Pdd6d1b05913,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Michael Herman,2004-04-10,2004-12-08,242 days,716,5775.73,1100
914,Pdd6d1b08914,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Phyllis Henkes,2020-10-08,2021-01-20,104 days,1595,5529.33,1100
915,Pdd6d1b0b915,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Devorah Bledsoe,2020-07-08,2020-12-26,171 days,2629,14985.3,1000
916,Pdd6d1b0e916,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Pamela Werner,2015-09-19,2016-08-09,325 days,893,9674.17,600
