,id,first_name,last_name,address_line_1,address_line_2,address_city,address_state,address_zipcode,gender,marital_status,us_citizen,dob,survey_id,last_4_social,occupation,annual_income,net_worth,pilot_flag,scuba_flag,auto_racing_flag,recreational_climbing_flag,felony_flag,dui_flag,suspended_license_flag
450,450,James,Willard,2740 Collie Hill Way,APT A,Anchorage,AK,99504,0,Widowed,1,1986-08-15,S50c2e82ddd50450,3156,Appraiser,187964,563892,1,0,0,0,1,0,1
451,451,Duane,Estrello,5804 West Abraham Lane,,Glendale,AZ,85308,0,Married,1,1962-07-05,S50c2e82ddd50451,4615,Economist,45982,137946,1,1,1,1,0,1,1
452,452,Mercedes,Hinton,1219 North Storer Avenue,#66,Fayetteville,AR,72703,0,Single,0,1986-03-16,S50c2e82ddd50452,7383,Underwriter,112398,449592,0,1,1,0,0,1,1
453,453,Carolyn,Gibbs,49548 Road 200,,O'Neals,CA,93645,0,Married,1,1974-05-05,S50c2e82ddd50453,7783,Researcher,114873,229746,0,1,1,0,0,1,1
454,454,Michael,Golz,430 Cornish Drive,,Nashville,TN,37207,0,Single,1,1976-05-13,S50c2e82ddd50454,2179,Partner,142093,142093,1,0,1,1,1,1,0
455,455,Tammy,Bivins,1439 2nd Street,,Panama City,FL,32409,0,Married,0,1949-01-13,S50c2e82ddd50455,7582,Operator,172630,0,0,0,0,1,1,1,1
456,456,Lena,Smith,10 Skyline Way,,Hartford,VT,05001,0,Divorced,1,1956-08-04,S50c2e82ddd50456,3553,Underwriter,107620,0,0,0,0,0,1,1,0
457,457,Joann,Mcentire,64 Church Street,,Hardwick,MA,01031,1,Married,1,1943-03-16,S50c2e82ddd50457,5015,Controller,141998,283996,1,1,1,1,1,1,0
458,458,Annie,Craig,235 Hugh Thomas Drive,,Panama City,FL,32404,1,Single,1,1942-03-24,S50c2e82ddd50458,7063,Executive,50501,151503,1,0,1,0,1,0,0
459,459,Elisa,Burnette,7573 National Drive,,Livermore,CA,94550,0,Divorced,1,1975-10-09,S50c2e82ddd50459,2672,Engineer,149647,299294,0,0,1,1,0,1,1
460,460,David,Gonzalez,185 Woodlawn Road,,Burlington,VT,05408,0,Widowed,0,1982-06-25,S50c2e82ddd50460,0146,Receptionist,69394,208182,1,0,0,0,0,1,0
461,461,Kim,Mcguire,37 Fieldside Drive,,Groton,CT,06340,1,Divorced,0,1986-01-02,S50c2e82ddd50461,1384,Specialist,165772,663088,1,1,1,1,1,0,0
462,462,Thomas,Martinez,2741 31st Place Northeast,,Washington,DC,20018,1,Married,0,2000-03-28,S50c2e82ddd50462,7686,Officer,108416,108416,1,0,1,0,1,1,1
463,463,Mitzi,Freudenthal,8404 West Myrtle Avenue,,Glendale,AZ,85305,0,Single,0,1952-06-17,S50c2e82ddd50463,0317,Consultant,107004,535020,0,0,1,0,0,1,1
464,464,Hector,Long,5119 Marla Drive,,Panama City,FL,32404,1,Married,1,1945-03-03,S50c2e82ddd50464,1823,Administrator,120869,120869,0,0,1,0,1,1,0
465,465,Mary,Moody,1403 Lincoln Street,,Savannah,GA,31401,0,Separated,1,1996-01-23,S50c2e82ddd50465,9627,Coordinator,72185,360925,1,1,0,0,0,1,1
466,466,Karen,Mejia,7981 Robinson Way,,Arvada,CO,80004,1,Married,0,1970-05-17,S50c2e82ddd50466,6694,Messenger,54307,271535,1,1,0,0,1,0,0
467,467,Sandra,Poling,8546 North 59th Lane,#171,Glendale,AZ,85302,1,Married,0,1974-11-10,S50c2e82ddd50467,5062,Specialist,34731,34731,1,0,0,1,0,0,0
468,468,Kelly,Green,13583 West 68th Avenue,,Arvada,CO,80004,1,Widowed,1,1973-09-11,S50c2e82ddd50468,0711,Messenger,120581,361743,1,0,1,1,1,1,0
469,469,Ramon,Lobel,2315 Kezey Court,,Crofton,MD,21114,0,Widowed,0,1944-11-08,S50c2e82ddd50469,5988,Superintendent,176206,352412,0,1,1,0,1,1,1
470,470,Judith,Santamaria,1222 Arcade Boulevard,,Sacramento,CA,95815,0,Widowed,0,1943-01-23,S50c2e82ddd50470,8967,Leader,41594,166376,0,0,1,1,1,1,0
471,471,Harry,Yanez,4 Chamois Court,,Pooler,GA,31322,1,Divorced,1,1966-06-27,S50c2e82ddd50471,4528,Vice-president,124141,0,0,1,0,1,1,0,0
472,472,Karl,Kelly,30544 Whitmore Road,,Whitmore,CA,96096,1,Separated,0,1974-11-01,S50c2e82ddd50472,6259,Professional,38693,38693,0,1,0,0,0,0,0
473,473,Andre,Marshall,6275 Eric Lane,,Montgomery,AL,36116,1,Married,0,1944-02-03,S50c2e82ddd50473,5066,Partner,58535,175605,1,0,1,1,0,1,1
474,474,Zachary,Gonzalez,4712 Rock Creek Road,,Ardmore,OK,73401,1,Widowed,0,1996-08-02,S50c2e82ddd50474,5161,Coordinator,195924,391848,1,0,0,1,1,0,0
475,475,Gerard,Mcnish,311 South Panama Street,,Montgomery,AL,36107,0,Divorced,0,1967-04-11,S50c2e82ddd50475,8543,Vice-president,52605,52605,1,0,1,1,0,1,0
476,476,Troy,Jensen,295 Townes Drive,,Nashville,TN,37211,1,Single,0,1974-08-27,S50c2e82ddd50476,7540,Vice-president,48076,0,1,1,1,1,0,1,1
477,477,Troy,Olivas,3601 South Portland Avenue,,Oklahoma City,OK,73119,0,Divorced,0,1950-08-15,S50c2e82ddd50477,2067,Operator,63046,252184,1,0,1,0,0,0,1
478,478,Rebecca,Black,2307 East 72nd Avenue,,Anchorage,AK,99507,1,Single,0,1980-03-23,S50c2e82ddd50478,2417,Executive,28413,142065,0,0,1,0,1,1,1
479,479,Cindy,Soper,22424 Birchwood Loop Road,,Anchorage,AK,99567,1,Divorced,1,1960-04-16,S50c2e82ddd50479,3210,Controller,192699,192699,0,1,0,1,0,0,0
480,480,Robert,Murray,4876 Norris Road,,Fremont,CA,94536,1,Widowed,0,1981-07-10,S50c2e82ddd50480,5140,Operator,81173,324692,0,0,1,1,0,1,0
481,481,Erin,Salisbury,238 Brookley Avenue Southwest,,Washington,DC,20373,1,Married,1,1968-12-20,S50c2e82ddd50481,1708,Boss,55730,278650,0,1,0,1,1,0,1
482,482,Arlene,Mitton,37 Spring Street,,Groton,CT,06340,1,Divorced,1,1944-06-12,S50c2e82ddd50482,0105,Underwriter,90225,360900,1,1,1,1,0,0,1
483,483,Lana,Plata,46710 Crawford Street,#APT 32,Fremont,CA,94539,1,Divorced,1,1951-03-08,S50c2e82ddd50483,5870,Officer,172638,0,0,0,0,0,1,0,1
484,484,Dominic,Holloway,5306 Ritchie Highway,,Baltimore,MD,21225,0,Widowed,0,1964-11-06,S50c2e82ddd50484,3060,Controller,124636,0,1,0,0,0,0,1,0
485,485,David,Livesay,406 Stilz Avenue,,Louisville,KY,40206,1,Divorced,1,1980-02-23,S50c2e82ddd50485,2492,Officer,22615,67845,1,0,1,0,0,0,0
486,486,Judith,Mitchell,2723 East Joyce Boulevard,,Fayetteville,AR,72703,0,Separated,1,1949-09-05,S50c2e82ddd50486,1235,Advisory,81318,243954,1,0,0,0,1,0,0
487,487,Lyle,Gimenez,8101 Vaughn Road,,Montgomery,AL,36117,1,Single,1,1958-06-11,S50c2e82ddd50487,8429,Director,196108,588324,0,1,0,0,0,0,0
488,488,Lupita,Briganti,8700 Lillington Circle,,Montgomery,AL,36117,1,Divorced,0,1952-02-21,S50c2e82ddd50488,8249,Controller,23051,115255,1,0,0,0,0,1,1
489,489,Christine,Warrington,29 Vista Flores,,Pleasanton,CA,94566,0,Single,1,1987-06-17,S50c2e82ddd50489,0703,Surveyor,149033,149033,0,0,0,1,1,1,1
490,490,Leonard,Mitchell,2802 US Highway 98,BLDG F,Mexico Beach,FL,32456,1,Separated,1,1961-08-04,S50c2e82ddd50490,0590,Officer,57222,286110,1,0,1,1,1,1,1
491,491,Mary,Garcia,618 Watts Street,,Montgomery,AL,36104,0,Divorced,1,1955-02-01,S50c2e82ddd50491,8853,Manager,189233,756932,1,1,1,0,0,0,0
492,492,William,Bowlin,118 Pearl Street,,Manchester,CT,06040,1,Single,1,1954-07-21,S50c2e82ddd50492,8879,Underwriter,192997,771988,0,0,1,1,0,0,0
493,493,Dennis,Frederick,275 Ridge Lane,#204,Waltham,MA,02452,1,Widowed,1,1977-12-26,S50c2e82ddd50493,7285,Director,68470,273880,1,0,0,0,0,0,1
494,494,Adam,Willy,1361 Barret Park Way,,Montgomery,AL,36117,0,Widowed,0,1945-07-03,S50c2e82ddd50494,2409,Vice-president,129275,646375,1,0,0,1,1,0,0
495,495,Ebony,Roberts,2455 Manchester Drive,,The Village,OK,73120,0,Divorced,0,1983-08-06,S50c2e82ddd50495,2838,Appraiser,130018,260036,1,0,1,1,1,1,0
496,496,Benny,Huntley,6817 Brentwood Street,,Arvada,CO,80004,1,Widowed,0,1952-03-15,S50c2e82ddd50496,1442,Agent,75904,227712,1,1,1,1,0,0,1
497,497,Mary,Griffin,93 Hamlin Street,,Manchester,CT,06040,0,Married,1,1974-07-05,S50c2e82ddd50497,6126,President,131416,657080,0,0,0,1,0,0,0
498,498,Derrick,Henderson,1026 Orchard Avenue,,Louisville,KY,40213,0,Divorced,0,1980-11-16,S50c2e82ddd50498,9598,Agent,196602,0,1,1,0,0,0,0,0
499,499,William,Rooks,1713 Apian Way,,Edmond,OK,73003,1,Single,0,1986-02-17,S50c2e82ddd50499,7769,Engineer,74895,149790,0,0,1,0,1,1,0
500,500,Bonnie,Dibenedetto,981 Groton Long Point Road,,Groton,CT,06340,0,Widowed,1,1951-03-10,S50c2e82ddd50500,9502,Officer,54249,0,0,1,1,1,1,1,0
501,501,Samantha,Fowler,4300 Kansas Avenue Northwest,,Washington,DC,20011,1,Single,0,1958-05-07,S50c2e82ddd50501,4283,Partner,76544,229632,1,0,1,0,1,1,0
502,502,Pearl,Lillis,5928 West Mauna Loa Lane,,Glendale,AZ,85306,1,Separated,0,1956-09-02,S50c2e82ddd50502,6808,Operator,168060,504180,1,1,1,1,0,0,0
503,503,Darryl,Lopez,5950 West Missouri Avenue,#148,Glendale,AZ,85301,0,Separated,0,1949-05-20,S50c2e82ddd50503,4825,Counsel,36892,184460,1,1,0,1,0,0,0
504,504,Cheryl,Lytle,1903 Bashford Manor Lane,,Louisville,KY,40218,1,Divorced,0,1968-02-02,S50c2e82ddd50504,1043,Advisory,27636,27636,0,0,1,0,1,0,0
505,505,Elaine,Pompa,5209 North Dewey Avenue,,Oklahoma City,OK,73118,0,Separated,1,1982-09-05,S50c2e82ddd50505,8666,Economist,95821,383284,1,0,0,1,0,1,1
506,506,Olivia,Lackey,16896 West 85th Lane,,Arvada,CO,80007,1,Widowed,1,1943-05-26,S50c2e82ddd50506,5238,Administrator,65028,0,0,1,1,1,1,0,1
507,507,Diane,Fountain,5 Centercrest Drive,,Tyngsborough,MA,01879,0,Widowed,1,1958-04-04,S50c2e82ddd50507,3340,Agent,102702,0,0,1,1,1,1,0,1
508,508,Jeffrey,Slade,90 Via Verde,,San Lorenzo,CA,94580,1,Divorced,0,1968-03-19,S50c2e82ddd50508,3402,Officer,56057,280285,1,0,1,0,0,0,1
509,509,Sadie,Bridges,173 Center Street,,Manchester,CT,06040,1,Separated,1,1952-07-13,S50c2e82ddd50509,2639,Superintendent,33583,134332,0,1,0,1,1,0,1
510,510,Alvin,Hill,42 Lake Lane,,Westmore,VT,05860,1,Divorced,0,1950-03-24,S50c2e82ddd50510,7018,Leader,70479,352395,0,0,0,0,0,1,0
511,511,Joan,Swartz,3820 North Peniel Avenue,,Bethany,OK,73008,1,Separated,1,1955-01-15,S50c2e82ddd50511,9478,Partner,45311,0,0,1,0,0,1,1,1
512,512,Bryan,Hinds,1320 Dunbarton Road,,Montgomery,AL,36117,0,Single,0,1956-04-24,S50c2e82ddd50512,7823,Controller,76344,229032,1,1,0,1,1,1,0
513,513,Jeremy,Hayden,505 Southeast 32nd Street,,Oklahoma City,OK,73129,0,Separated,1,1956-08-18,S50c2e82ddd50513,5928,Controller,179528,0,0,1,1,1,1,0,0
514,514,Salvador,Griffin,7645 Marshall Street,,Arvada,CO,80003,0,Widowed,1,1971-08-11,S50c2e82ddd50514,3301,Researcher,67760,338800,1,1,0,1,0,0,1
515,515,Barbara,Ricks,37675 Fremont Boulevard,#APT 42,Fremont,CA,94536,0,Single,1,1949-12-09,S50c2e82ddd50515,5563,Researcher,43772,87544,0,1,0,0,0,0,1
516,516,Leo,Acevedo,10307 Rock Falls Court,,Louisville,KY,40223,1,Separated,0,1964-09-25,S50c2e82ddd50516,0169,Architect,141098,0,0,0,1,0,1,1,1
517,517,Christina,Hass,4960 Paddock Club Drive,,Montgomery,AL,36116,1,Single,0,1942-10-01,S50c2e82ddd50517,3667,Analyst,27250,136250,0,0,0,1,0,0,1
518,518,Tami,Anderson,195 Nursery Street,#D10,Springfield,MA,01104,1,Married,1,1984-12-02,S50c2e82ddd50518,5250,Surveyor,133637,133637,0,0,0,1,0,0,1
519,519,Holly,Brandenburg,1731 West 18th Street,,Fayetteville,AR,72701,0,Separated,1,1995-05-16,S50c2e82ddd50519,7471,Specialist,168256,673024,1,0,0,0,1,0,1
520,520,Amy,Schneider,2205 Lindell Avenue,,Nashville,TN,37204,1,Single,1,1982-11-17,S50c2e82ddd50520,9087,Messenger,23776,0,0,1,0,1,0,0,0
521,521,Alicia,Quintana,8347 Ames Way,,Arvada,CO,80003,1,Married,0,1944-01-09,S50c2e82ddd50521,5366,Manager,110641,0,1,1,0,0,0,1,1
522,522,Tammy,Holmes,16133 Hillsborough Boulevard,,Port Charlotte,FL,33954,0,Divorced,1,1964-12-15,S50c2e82ddd50522,3417,Engineer,98379,98379,0,0,0,0,0,0,0
523,523,Paul,Moore,19259 North 61st Drive,,Glendale,AZ,85308,1,Separated,1,1982-12-27,S50c2e82ddd50523,4966,Professional,190026,950130,1,0,0,1,0,0,0
524,524,Louise,Rodriquez,182 Regency Circle,,Pooler,GA,31322,0,Single,0,2000-12-15,S50c2e82ddd50524,0245,Professional,55637,166911,0,1,0,1,1,1,1
525,525,Letha,Nelson,2307 East 72nd Avenue,,Anchorage,AK,99507,0,Separated,1,1978-05-22,S50c2e82ddd50525,5140,Consultant,82479,247437,0,1,0,0,0,0,0
526,526,Barbara,Lujan,1352 Purdue Street,,San Leandro,CA,94579,1,Separated,1,1994-09-24,S50c2e82ddd50526,5577,Economist,128098,128098,0,1,0,0,1,1,1
527,527,Jerri,Reasoner,430 Fig Street,,Madera,CA,93638,0,Separated,0,1957-08-04,S50c2e82ddd50527,7871,Agent,134260,671300,1,1,0,1,1,0,1
528,528,Dorothy,Jacques,6460 Vermont 113,,Vershire,VT,05079,1,Single,1,1986-10-03,S50c2e82ddd50528,5964,Supervisor,125919,0,1,1,0,1,0,1,0
529,529,Patricia,Coles,1324 Beddington Park,,Nashville,TN,37215,0,Divorced,0,1950-12-15,S50c2e82ddd50529,7829,Vice-president,125697,0,0,0,1,1,0,0,0
530,530,Helen,Grant,281 MacArthur Boulevard,,Oakland,CA,94610,1,Single,0,1967-11-07,S50c2e82ddd50530,8906,Agent,157467,472401,0,1,0,0,0,1,1
531,531,Anthony,Lopez,9428 North 65th Drive,,Glendale,AZ,85302,0,Married,1,1997-04-03,S50c2e82ddd50531,4424,Operator,196976,984880,1,0,1,0,0,0,0
532,532,John,Macdonald,74 Bradford Road,,Watertown,MA,02472,1,Widowed,1,1994-03-22,S50c2e82ddd50532,5786,Analyst,119409,119409,1,0,0,0,0,1,1
533,533,Geraldine,Gonzalez,345 Buckland Hills Drive,#7,Manchester,CT,06042,1,Separated,0,1971-08-01,S50c2e82ddd50533,4172,Advisory,100205,0,0,0,1,0,0,1,0
534,534,Lisa,Holmes,1711 8th Street Northwest,,Washington,DC,20001,1,Separated,1,1948-04-17,S50c2e82ddd50534,0591,Engineer,30187,30187,1,0,1,1,1,0,0
535,535,Donald,Patterson,16 Redbud Way,,Marlborough,MA,01752,0,Single,0,1969-12-22,S50c2e82ddd50535,6527,Advisory,128645,128645,1,0,1,1,0,0,1
536,536,Sean,Newton,2325 Eastridge Circle,,Moore,OK,73160,1,Widowed,0,1953-06-27,S50c2e82ddd50536,8471,Estimator,129076,258152,0,0,1,0,1,0,0
537,537,Barbara,Puckett,1433 Bretton View Road,,Annapolis,MD,21409,0,Separated,1,1974-03-12,S50c2e82ddd50537,4566,Superintendent,31508,63016,1,0,0,1,0,1,1
538,538,Connie,Guarino,517 Glenpark Drive,,Nashville,TN,37217,0,Single,1,1944-11-16,S50c2e82ddd50538,9915,Vice-president,198371,198371,0,1,1,1,0,1,1
539,539,Kenneth,Leblanc,87 Horseshoe Drive,,West Windsor,VT,05037,0,Divorced,1,1994-03-24,S50c2e82ddd50539,8300,Coordinator,99377,298131,1,1,0,1,1,0,0
540,540,Reba,Manzo,5685 Express Drive,,Montgomery,AL,36116,0,Divorced,0,1998-01-04,S50c2e82ddd50540,9994,Coordinator,83217,166434,1,0,0,0,0,0,1
541,541,James,Roy,4 Glen Circle,,Glen Burnie,MD,21060,0,Single,0,1987-05-13,S50c2e82ddd50541,9534,Leader,113853,113853,1,1,1,0,1,0,0
542,542,Pierre,Jones,1124 Jacobs Court,,Nashville,TN,37080,1,Divorced,0,1961-02-08,S50c2e82ddd50542,5051,Specialist,175000,875000,0,0,1,0,1,0,1
543,543,Dennis,Smith,108 Croft Drive,R,Manchester,CT,06042,1,Single,1,1969-03-11,S50c2e82ddd50543,5362,Surveyor,85674,257022,1,1,0,1,0,1,1
544,544,Tracy,Eaton,63 Summit Street,#8,Manchester,CT,06040,1,Separated,1,1996-09-23,S50c2e82ddd50544,9953,Executive,25880,103520,1,1,0,0,0,0,1
545,545,Jorge,Ehrlich,1814 US Highway 98,,Mexico Beach,FL,32456,0,Single,1,1944-06-03,S50c2e82ddd50545,4793,Counsel,90197,90197,0,0,0,1,1,1,0
546,546,Michelle,Chisholm,2 Thompson Road,,Manchester,CT,06040,1,Widowed,0,1965-07-13,S50c2e82ddd50546,9288,Leader,183366,916830,0,0,0,1,1,1,0
547,547,Robert,Baird,1708 Melody Drive,,Midwest City,OK,73130,0,Separated,0,1987-10-07,S50c2e82ddd50547,7829,Coordinator,50724,152172,1,1,0,1,0,0,1
548,548,Ernest,Elizalde,6687 Xenon Drive,,Arvada,CO,80004,1,Widowed,0,1951-03-24,S50c2e82ddd50548,7025,Specialist,75647,0,0,0,1,0,1,1,0
549,549,John,Schmitt,1900 Lincoln Street,#206,Savannah,GA,31401,0,Single,1,1989-11-16,S50c2e82ddd50549,2014,Executive,102966,102966,0,0,0,1,1,0,0
550,550,Rodger,Savage,5420 Sunset Avenue,,Panama City Beach,FL,32408,1,Separated,0,1965-02-06,S50c2e82ddd50550,0577,Executive,193983,193983,0,0,1,1,0,1,0
551,551,Pamela,Warren,1911 East 58th Avenue,,Anchorage,AK,99507,1,Married,0,1955-05-28,S50c2e82ddd50551,6272,Specialist,101135,101135,0,0,0,0,1,1,1
552,552,Sean,Jackson,7296 West Wedington Drive,,Fayetteville,AR,72704,1,Divorced,1,1950-07-21,S50c2e82ddd50552,8080,Underwriter,125548,125548,1,1,0,0,0,1,1
553,553,Betty,Postell,96 Lakehouse Drive,,Fairlee,VT,05045,0,Separated,0,1993-07-01,S50c2e82ddd50553,2328,Underwriter,86790,433950,0,0,1,0,0,1,1
554,554,Francisco,Dowdy,4 Old Colony Way,,Yarmouth,MA,02664,0,Divorced,0,1963-03-26,S50c2e82ddd50554,0837,Messenger,172423,0,1,1,0,0,0,0,1
555,555,Audrey,Dellosso,5725 Medallion Court,,Castro Valley,CA,94552,0,Widowed,0,1981-08-08,S50c2e82ddd50555,3244,Surveyor,49747,248735,0,0,0,1,0,1,0
556,556,Sheri,Anderson,1865 North Higley Road,,Mesa,AZ,85205,1,Single,0,1967-01-10,S50c2e82ddd50556,4384,Agent,91858,367432,0,0,0,0,1,1,0
557,557,Fletcher,Matthews,1700 William E Summers III Avenue,#201,Louisville,KY,40211,0,Married,1,1978-07-21,S50c2e82ddd50557,8552,Executive,113831,227662,0,1,0,0,1,1,1
558,558,David,Henderson,11113 North Miller Avenue,,Oklahoma City,OK,73120,0,Separated,0,1954-04-02,S50c2e82ddd50558,1370,Supervisor,127652,638260,0,0,0,1,0,1,0
559,559,Edward,Miller,40 Highwood Drive,,Manchester,CT,06040,0,Separated,0,1968-04-20,S50c2e82ddd50559,0270,Partner,108169,108169,0,1,1,0,1,0,1
560,560,Sharon,Gladwin,179 Blue Ridge Drive,,Manchester,CT,06040,0,Separated,1,1975-09-11,S50c2e82ddd50560,3139,Controller,79812,239436,1,1,1,0,0,0,0
561,561,Mary,Hansel,5529 East Saddleridge Drive,,Fayetteville,AR,72703,1,Widowed,0,1964-02-11,S50c2e82ddd50561,5920,President,21185,84740,0,0,1,0,1,1,1
562,562,Minnie,Moore,6005 Tamarack Drive,,Montgomery,AL,36117,0,Divorced,1,1987-08-24,S50c2e82ddd50562,8491,Coordinator,42773,213865,0,0,0,1,0,1,0
563,563,Mavis,Upton,512 Danley Court,,Nashville,TN,37013,0,Divorced,1,1957-06-02,S50c2e82ddd50563,3533,Officer,164217,656868,0,1,1,1,1,1,0
564,564,David,Bedsole,3111 West Ika Lane,,Fayetteville,AR,72704,0,Divorced,0,1947-08-28,S50c2e82ddd50564,7164,Vice-president,133179,266358,0,1,1,1,0,0,0
565,565,Ruth,Scanlon,17 Elm Street,#4,Cambridge,MA,02139,1,Single,1,1943-07-06,S50c2e82ddd50565,2899,Officer,120554,120554,1,1,1,1,0,0,0
566,566,Rosario,Edmunds,4075 North Cadillac Drive,#2,Fayetteville,AR,72703,1,Single,1,1985-12-13,S50c2e82ddd50566,9161,Vice-president,109051,436204,0,0,0,0,1,1,1
567,567,Wallace,Opp,2057 Lucas Street,,Montgomery,AL,36107,1,Married,0,1960-11-10,S50c2e82ddd50567,1447,Estimator,22958,91832,0,0,1,1,0,1,1
568,568,Fern,Herrera,562 South Pierremont Drive,,Fayetteville,AR,72701,0,Single,0,1946-12-26,S50c2e82ddd50568,3785,Operator,129528,129528,0,0,0,0,0,1,1
569,569,Rebecca,Root,60 Willow Lakes Drive,,Savannah,GA,31419,0,Widowed,0,1966-12-03,S50c2e82ddd50569,0454,Manager,151791,455373,1,1,1,1,0,1,0
570,570,Hannah,Strauser,2315 Kimberly Drive,,Nashville,TN,37214,1,Divorced,1,1985-10-20,S50c2e82ddd50570,9813,Architect,138131,0,0,1,1,0,1,0,1
571,571,Dixie,Cox,3901 West End Avenue,#902,Nashville,TN,37205,1,Separated,1,1988-12-22,S50c2e82ddd50571,1444,Professional,105395,421580,0,1,1,1,1,1,1
572,572,Luis,Kelly,200 Edson Road,,Windham,VT,05359,0,Single,0,1949-07-06,S50c2e82ddd50572,5122,Estimator,52677,52677,0,1,0,1,1,0,1
573,573,Joe,Gumina,5 Centercrest Drive,,Tyngsborough,MA,01879,1,Married,1,1990-11-25,S50c2e82ddd50573,0507,Executive,85521,256563,0,0,1,0,0,1,1
574,574,Marilyn,Davis,1106 Homer Avenue,,Savannah,GA,31405,0,Divorced,0,1958-04-05,S50c2e82ddd50574,9728,Receptionist,186497,932485,0,0,1,0,0,0,0
575,575,Arlene,Lee,3578 Galindo Street,,Oakland,CA,94601,0,Married,1,1954-07-27,S50c2e82ddd50575,1373,Superintendent,150460,300920,1,1,0,1,1,1,1
576,576,Charles,Sturgeon,2708 Riverview Drive,,Riva,MD,21140,0,Widowed,0,1954-10-12,S50c2e82ddd50576,3773,Messenger,188640,565920,0,1,0,1,0,1,1
577,577,Milton,Robinson,108 East 11th Avenue,#APT 000002,Anchorage,AK,99501,1,Widowed,1,1949-05-18,S50c2e82ddd50577,2022,Economist,116521,0,1,1,0,0,0,0,0
578,578,Gwen,Pilkington,5136 Gaines Street,,Oklahoma City,OK,73135,1,Divorced,1,1949-05-12,S50c2e82ddd50578,6163,Supervisor,136861,410583,0,0,0,0,0,1,1
579,579,Richard,Nolan,4738 Mallard Common,,Fremont,CA,94555,0,Widowed,1,1994-02-01,S50c2e82ddd50579,4355,President,123802,619010,1,1,0,0,1,0,0
580,580,Rocky,Arroyo,13417 West Marlette Court,,Litchfield Park,AZ,85340,0,Separated,1,1963-04-16,S50c2e82ddd50580,7731,Messenger,61626,184878,1,1,1,1,1,0,1
581,581,Linda,Mccabe,21007 North 53rd Avenue,,Glendale,AZ,85308,1,Married,0,1942-10-03,S50c2e82ddd50581,8255,Boss,57678,0,1,0,1,0,0,1,0
582,582,Benny,White,13415 Panama City Beach Parkway,,Panama City Beach,FL,32407,0,Separated,0,1949-06-04,S50c2e82ddd50582,2114,Receptionist,125030,625150,0,0,1,1,0,1,0
583,583,Vera,Cooper,3298 Chestnut Street Northwest,,Washington,DC,20015,1,Married,0,1999-09-15,S50c2e82ddd50583,7535,Coordinator,23985,95940,1,0,0,0,0,1,1
584,584,Tangela,Rohman,34 Harris Street,#6,Brookline,MA,02446,0,Single,1,1973-04-18,S50c2e82ddd50584,7826,Analyst,178963,357926,0,1,0,1,1,1,0
585,585,Ronald,Meade,721 Bay Ridge Avenue,,Annapolis,MD,21403,0,Divorced,0,1948-08-11,S50c2e82ddd50585,9242,Manager,192362,769448,0,1,1,0,0,1,1
586,586,Jeremiah,Burgess,968 Virginia Avenue,,Olivehurst,CA,95961,1,Divorced,0,1961-09-04,S50c2e82ddd50586,5610,Manager,56599,282995,0,0,0,0,1,1,0
587,587,Alison,Bollinger,1303 Kearny Street Northeast,,Washington,DC,20017,1,Single,1,1979-05-28,S50c2e82ddd50587,8151,Supervisor,191448,765792,1,1,0,0,0,0,0
588,588,Linda,Green,188 Saint Matthews Avenue,#1,Louisville,KY,40207,1,Separated,0,1966-01-04,S50c2e82ddd50588,7599,Manager,157351,786755,1,1,0,0,1,1,1
589,589,Clemencia,Gomez,1536 Rachaels Ridge,,Nashville,TN,37076,0,Divorced,0,1978-11-14,S50c2e82ddd50589,5001,Messenger,66856,66856,0,0,1,1,1,1,0
590,590,Truman,Lane,12610 Webber Road,,Fountain,FL,32438,1,Separated,0,1943-10-09,S50c2e82ddd50590,5859,Leader,58427,233708,1,0,0,0,0,1,0
591,591,Bonnie,Leonard,7101 West Beardsley Road,#151,Glendale,AZ,85308,1,Divorced,1,1940-07-26,S50c2e82ddd50591,4503,Engineer,43264,86528,1,1,0,0,0,1,0
592,592,Helen,Austin,536 Walters Farm Road,,East Haven,VT,05837,0,Divorced,0,1969-12-07,S50c2e82ddd50592,8418,Manager,186282,186282,1,0,1,1,0,0,1
593,593,Gail,Smith,1311 Durrett Lane,,Louisville,KY,40213,0,Separated,1,1940-10-04,S50c2e82ddd50593,5796,Superintendent,103566,0,1,1,0,0,1,0,0
594,594,Jennifer,Maldanado,736 Sicard Street Southeast,,Washington,DC,20003,0,Separated,1,1987-04-15,S50c2e82ddd50594,4723,Engineer,46955,187820,1,0,0,0,0,0,1
595,595,Rochelle,Jett,1207 Branch Lane,,Glen Burnie,MD,21061,0,Single,1,1985-04-09,S50c2e82ddd50595,0855,Consultant,120353,481412,0,0,1,0,0,1,1
596,596,Kerri,Trent,1695 Archer Street,,Savannah,GA,31405,1,Married,1,1968-06-24,S50c2e82ddd50596,2802,Agent,78593,235779,0,0,0,1,1,0,1
597,597,Samuel,Hunter,615 Q Street Northwest,,Washington,DC,20001,0,Married,1,1974-11-12,S50c2e82ddd50597,1379,Architect,88873,266619,1,0,1,0,1,1,1
598,598,Peter,Serrano,84 Holbrook Street,,North Adams,MA,01247,1,Widowed,0,1948-08-11,S50c2e82ddd50598,8103,Professional,24037,120185,1,1,0,1,1,1,0
599,599,Allen,Finnerty,2399 East 14th Street,#29,San Leandro,CA,94577,1,Divorced,1,1977-02-22,S50c2e82ddd50599,3005,Broker,192085,384170,0,1,0,1,1,1,1
